offense,defense,penalty_type,total_penalties,total_yards,average_yards_per_penalty
Abilene Christian,Stephen F. Austin,False Start,6,30.0,5.0
Abilene Christian,Utah Tech,Holding,6,29.0,4.83
Abilene Christian,Stephen F. Austin,Holding,4,40.0,10.0
Abilene Christian,TCU,Pass Interference,4,71.0,17.75
Abilene Christian,North Alabama,Holding,3,12.0,4.0
Abilene Christian,Tarleton State,Holding,3,71.0,23.67
Abilene Christian,Incarnate Word,False Start,2,0.0,0.0
Abilene Christian,Incarnate Word,Other / Unclassified,2,8.0,4.0
Abilene Christian,Southern Utah,Holding,2,9.0,4.5
Abilene Christian,Tulsa,Offside,2,10.0,5.0
Abilene Christian,Austin Peay,Offside,1,5.0,5.0
Abilene Christian,Austin Peay,Other / Unclassified,1,10.0,10.0
Abilene Christian,Austin Peay,Pass Interference,1,15.0,15.0
Abilene Christian,Austin Peay,Roughing the Passer,1,15.0,15.0
Abilene Christian,Incarnate Word,Delay of Game,1,0.0,0.0
Abilene Christian,Incarnate Word,Face Mask,1,15.0,15.0
Abilene Christian,Incarnate Word,Holding,1,0.0,0.0
Abilene Christian,Incarnate Word,Roughing,1,0.0,0.0
Abilene Christian,North Alabama,Face Mask,1,15.0,15.0
Abilene Christian,Southern Utah,False Start,1,5.0,5.0
Abilene Christian,Southern Utah,Pass Interference,1,15.0,15.0
Abilene Christian,Southern Utah,Personal Foul,1,0.0,0.0
Abilene Christian,Stephen F. Austin,Offside,1,5.0,5.0
Abilene Christian,Stephen F. Austin,Personal Foul,1,0.0,0.0
Abilene Christian,Stephen F. Austin,Unsportsmanlike Conduct,1,0.0,0.0
Abilene Christian,TCU,False Start,1,5.0,5.0
Abilene Christian,TCU,Offside,1,0.0,0.0
Abilene Christian,TCU,Roughing the Passer,1,8.0,8.0
Abilene Christian,Tarleton State,Face Mask,1,15.0,15.0
Abilene Christian,Tarleton State,Offside,1,5.0,5.0
Abilene Christian,Tulsa,False Start,1,5.0,5.0
Abilene Christian,Tulsa,Pass Interference,1,15.0,15.0
Abilene Christian,Utah Tech,Pass Interference,1,15.0,15.0
Abilene Christian,West Georgia,False Start,1,5.0,5.0
Abilene Christian,West Georgia,Personal Foul,1,0.0,0.0
Abilene Christian,West Georgia,Unsportsmanlike Conduct,1,9.0,9.0
Adrian,Valparaiso,Other / Unclassified,4,0.0,0.0
Adrian,Valparaiso,False Start,3,15.0,5.0
Adrian,Valparaiso,Delay of Game,1,5.0,5.0
Adrian,Valparaiso,Holding,1,0.0,0.0
Air Force,San José State,Holding,5,28.0,5.6
Air Force,Boise State,Holding,4,16.0,4.0
Air Force,Bucknell,Holding,2,0.0,0.0
Air Force,Hawai'i,Other / Unclassified,2,5.0,2.5
Air Force,UNLV,Face Mask,2,18.0,9.0
Air Force,UNLV,False Start,2,10.0,5.0
Air Force,UNLV,Other / Unclassified,2,10.0,5.0
Air Force,Utah State,Holding,2,0.0,0.0
Air Force,Wyoming,False Start,2,5.0,2.5
Air Force,Army,Illegal Formation,1,2.0,2.0
Air Force,Army,Pass Interference,1,15.0,15.0
Air Force,Army,Roughing the Passer,1,13.0,13.0
Air Force,Boise State,False Start,1,5.0,5.0
Air Force,Boise State,Offside,1,5.0,5.0
Air Force,Boise State,Other / Unclassified,1,7.0,7.0
Air Force,Boise State,Roughing the Passer,1,15.0,15.0
Air Force,Bucknell,Illegal Formation,1,6.0,6.0
Air Force,Bucknell,Offside,1,5.0,5.0
Air Force,Hawai'i,Face Mask,1,2.0,2.0
Air Force,Hawai'i,False Start,1,5.0,5.0
Air Force,Hawai'i,Offside,1,0.0,0.0
Air Force,Navy,Holding,1,10.0,10.0
Air Force,Navy,Pass Interference,1,10.0,10.0
Air Force,San José State,Face Mask,1,1.0,1.0
Air Force,San José State,False Start,1,5.0,5.0
Air Force,San José State,Illegal Formation,1,3.0,3.0
Air Force,San José State,Personal Foul,1,1.0,1.0
Air Force,UNLV,Holding,1,0.0,0.0
Air Force,Utah State,Other / Unclassified,1,10.0,10.0
Air Force,Utah State,Unsportsmanlike Conduct,1,0.0,0.0
Akron,Miami (OH),False Start,7,35.0,5.0
Akron,Buffalo,Pass Interference,3,55.0,18.33
Akron,UAB,Offside,3,9.0,3.0
Akron,Wyoming,Other / Unclassified,3,5.0,1.67
Akron,Buffalo,Holding,2,70.0,35.0
Akron,Central Michigan,False Start,2,0.0,0.0
Akron,Central Michigan,Personal Foul,2,50.0,25.0
Akron,Duquesne,Other / Unclassified,2,5.0,2.5
Akron,Nebraska,Pass Interference,2,26.0,13.0
Akron,UAB,Personal Foul,2,15.0,7.5
Akron,Wyoming,Delay of Game,2,5.0,2.5
Akron,Ball State,Holding,1,4.0,4.0
Akron,Ball State,Illegal Formation,1,49.0,49.0
Akron,Ball State,Other / Unclassified,1,0.0,0.0
Akron,Ball State,Pass Interference,1,15.0,15.0
Akron,Ball State,Personal Foul,1,0.0,0.0
Akron,Buffalo,Delay of Game,1,5.0,5.0
Akron,Buffalo,Face Mask,1,7.0,7.0
Akron,Buffalo,False Start,1,5.0,5.0
Akron,Buffalo,Other / Unclassified,1,0.0,0.0
Akron,Buffalo,Personal Foul,1,25.0,25.0
Akron,Central Michigan,Delay of Game,1,0.0,0.0
Akron,Central Michigan,Unsportsmanlike Conduct,1,0.0,0.0
Akron,Duquesne,Personal Foul,1,0.0,0.0
Akron,Kent State,Delay of Game,1,5.0,5.0
Akron,Kent State,Face Mask,1,34.0,34.0
Akron,Kent State,Holding,1,0.0,0.0
Akron,Kent State,Offside,1,1.0,1.0
Akron,Kent State,Pass Interference,1,15.0,15.0
Akron,Kent State,Roughing the Passer,1,15.0,15.0
Akron,Kent State,Targeting,1,15.0,15.0
Akron,Massachusetts,Face Mask,1,4.0,4.0
Akron,Massachusetts,False Start,1,60.0,60.0
Akron,Massachusetts,Other / Unclassified,1,2.0,2.0
Akron,Massachusetts,Pass Interference,1,15.0,15.0
Akron,Massachusetts,Unsportsmanlike Conduct,1,15.0,15.0
Akron,Nebraska,Face Mask,1,27.0,27.0
Akron,Nebraska,False Start,1,5.0,5.0
Akron,Nebraska,Holding,1,10.0,10.0
Akron,Toledo,Delay of Game,1,5.0,5.0
Akron,Toledo,Face Mask,1,15.0,15.0
Akron,Toledo,Holding,1,0.0,0.0
Akron,UAB,Face Mask,1,15.0,15.0
Akron,Wyoming,Holding,1,0.0,0.0
Alabama,Georgia,Personal Foul,3,51.0,17.0
Alabama,UL Monroe,Holding,3,34.0,11.33
Alabama,Florida State,False Start,2,10.0,5.0
Alabama,Florida State,Holding,2,20.0,10.0
Alabama,Georgia,False Start,2,0.0,0.0
Alabama,Missouri,Delay of Game,2,10.0,5.0
Alabama,Tennessee,False Start,2,5.0,2.5
Alabama,Tennessee,Pass Interference,2,30.0,15.0
Alabama,Vanderbilt,Holding,2,10.0,5.0
Alabama,Vanderbilt,Personal Foul,2,29.0,14.5
Alabama,Wisconsin,False Start,2,0.0,0.0
Alabama,Florida State,Delay of Game,1,5.0,5.0
Alabama,Florida State,Offside,1,0.0,0.0
Alabama,Florida State,Pass Interference,1,15.0,15.0
Alabama,Georgia,Holding,1,4.0,4.0
Alabama,LSU,Offside,1,5.0,5.0
Alabama,LSU,Pass Interference,1,15.0,15.0
Alabama,LSU,Personal Foul,1,17.0,17.0
Alabama,Missouri,Illegal Motion,1,5.0,5.0
Alabama,Missouri,Offside,1,0.0,0.0
Alabama,Missouri,Other / Unclassified,1,5.0,5.0
Alabama,Missouri,Targeting,1,15.0,15.0
Alabama,Missouri,Unsportsmanlike Conduct,1,5.0,5.0
Alabama,South Carolina,Holding,1,10.0,10.0
Alabama,South Carolina,Offside,1,5.0,5.0
Alabama,South Carolina,Other / Unclassified,1,5.0,5.0
Alabama,South Carolina,Personal Foul,1,5.0,5.0
Alabama,Tennessee,Offside,1,5.0,5.0
Alabama,Tennessee,Other / Unclassified,1,0.0,0.0
Alabama,UL Monroe,False Start,1,5.0,5.0
Alabama,UL Monroe,Pass Interference,1,42.0,42.0
Alabama,Vanderbilt,Offside,1,5.0,5.0
Alabama,Wisconsin,Holding,1,6.0,6.0
Alabama,Wisconsin,Illegal Formation,1,28.0,28.0
Alabama,Wisconsin,Offside,1,5.0,5.0
Alabama,Wisconsin,Roughing,1,0.0,0.0
Alabama,Wisconsin,Unsportsmanlike Conduct,1,0.0,0.0
Alabama A&M,Mississippi Valley State,Other / Unclassified,6,15.0,2.5
Alabama A&M,Arkansas,False Start,5,25.0,5.0
Alabama A&M,Jackson State,Holding,4,7.0,1.75
Alabama A&M,Grambling,Holding,3,32.0,10.67
Alabama A&M,Jackson State,False Start,3,0.0,0.0
Alabama A&M,Lane College,Holding,3,0.0,0.0
Alabama A&M,Prairie View A&M,Offside,3,45.0,15.0
Alabama A&M,Tennessee State,Illegal Formation,3,40.0,13.33
Alabama A&M,Alabama State,Offside,2,8.0,4.0
Alabama A&M,Arkansas,Offside,2,40.0,20.0
Alabama A&M,Bethune-Cookman,Other / Unclassified,2,0.0,0.0
Alabama A&M,Bethune-Cookman,Personal Foul,2,0.0,0.0
Alabama A&M,Grambling,Face Mask,2,42.0,21.0
Alabama A&M,Grambling,False Start,2,10.0,5.0
Alabama A&M,Jackson State,Other / Unclassified,2,0.0,0.0
Alabama A&M,Jackson State,Roughing,2,0.0,0.0
Alabama A&M,Lane College,False Start,2,0.0,0.0
Alabama A&M,Mississippi Valley State,Holding,2,0.0,0.0
Alabama A&M,Mississippi Valley State,Pass Interference,2,0.0,0.0
Alabama A&M,Tennessee State,Other / Unclassified,2,15.0,7.5
Alabama A&M,Alabama State,Other / Unclassified,1,14.0,14.0
Alabama A&M,Alabama State,Personal Foul,1,46.0,46.0
Alabama A&M,Alabama State,Unsportsmanlike Conduct,1,36.0,36.0
Alabama A&M,Bethune-Cookman,False Start,1,0.0,0.0
Alabama A&M,Bethune-Cookman,Pass Interference,1,0.0,0.0
Alabama A&M,Bethune-Cookman,Roughing,1,0.0,0.0
Alabama A&M,Grambling,Offside,1,5.0,5.0
Alabama A&M,Grambling,Other / Unclassified,1,35.0,35.0
Alabama A&M,Grambling,Targeting,1,4.0,4.0
Alabama A&M,Jackson State,Unsportsmanlike Conduct,1,0.0,0.0
Alabama A&M,Lane College,Delay of Game,1,0.0,0.0
Alabama A&M,Lane College,Personal Foul,1,0.0,0.0
Alabama A&M,Lane College,Unsportsmanlike Conduct,1,15.0,15.0
Alabama A&M,Mississippi Valley State,False Start,1,5.0,5.0
Alabama A&M,Mississippi Valley State,Personal Foul,1,15.0,15.0
Alabama A&M,Prairie View A&M,Other / Unclassified,1,10.0,10.0
Alabama A&M,Prairie View A&M,Pass Interference,1,15.0,15.0
Alabama A&M,Prairie View A&M,Personal Foul,1,3.0,3.0
Alabama A&M,Prairie View A&M,Unsportsmanlike Conduct,1,47.0,47.0
Alabama A&M,Tennessee State,False Start,1,5.0,5.0
Alabama A&M,Tennessee State,Holding,1,0.0,0.0
Alabama State,Southern,Other / Unclassified,12,15.0,1.25
Alabama State,Southern,Holding,4,20.0,5.0
Alabama State,Southern,Personal Foul,4,26.0,6.5
Alabama State,Miles College,Other / Unclassified,3,22.0,7.33
Alabama State,Southern,False Start,3,15.0,5.0
Alabama State,UAB,Offside,3,11.0,3.67
Alabama State,Alabama A&M,Face Mask,2,33.0,16.5
Alabama State,Florida A&M,False Start,2,0.0,0.0
Alabama State,Miles College,False Start,2,10.0,5.0
Alabama State,Texas Southern,Holding,2,124.0,62.0
Alabama State,Texas Southern,Other / Unclassified,2,16.0,8.0
Alabama State,UAB,Other / Unclassified,2,14.0,7.0
Alabama State,Alabama A&M,Other / Unclassified,1,5.0,5.0
Alabama State,Bethune-Cookman,False Start,1,5.0,5.0
Alabama State,Bethune-Cookman,Illegal Formation,1,5.0,5.0
Alabama State,Bethune-Cookman,Pass Interference,1,13.0,13.0
Alabama State,Florida A&M,Other / Unclassified,1,3.0,3.0
Alabama State,Florida A&M,Pass Interference,1,0.0,0.0
Alabama State,Florida A&M,Personal Foul,1,0.0,0.0
Alabama State,Jackson State,False Start,1,5.0,5.0
Alabama State,Jackson State,Holding,1,0.0,0.0
Alabama State,Jackson State,Roughing the Kicker,1,40.0,40.0
Alabama State,Miles College,Offside,1,0.0,0.0
Alabama State,Miles College,Pass Interference,1,15.0,15.0
Alabama State,Miles College,Unsportsmanlike Conduct,1,15.0,15.0
Alabama State,Prairie View A&M,Delay of Game,1,5.0,5.0
Alabama State,Prairie View A&M,Face Mask,1,6.0,6.0
Alabama State,Prairie View A&M,Holding,1,8.0,8.0
Alabama State,Southern,Delay of Game,1,5.0,5.0
Alabama State,Southern,Pass Interference,1,15.0,15.0
Alabama State,Southern,Unsportsmanlike Conduct,1,15.0,15.0
Alabama State,Texas Southern,Face Mask,1,4.0,4.0
Alabama State,UAB,False Start,1,5.0,5.0
Alabama State,UAB,Holding,1,16.0,16.0
Alabama State,UAB,Pass Interference,1,15.0,15.0
Alabama State,UAB,Personal Foul,1,63.0,63.0
Alcorn State,Northwestern State,Holding,6,62.0,10.33
Alcorn State,Northwestern State,False Start,4,20.0,5.0
Alcorn State,Arkansas-Pine Bluff,False Start,3,15.0,5.0
Alcorn State,Arkansas-Pine Bluff,Holding,3,32.0,10.67
Alcorn State,Lincoln (CA),Other / Unclassified,3,0.0,0.0
Alcorn State,Mississippi State,False Start,3,15.0,5.0
Alcorn State,Mississippi State,Offside,3,18.0,6.0
Alcorn State,Northwestern State,Offside,3,15.0,5.0
Alcorn State,Northwestern State,Other / Unclassified,3,9.0,3.0
Alcorn State,Northwestern State,Personal Foul,3,22.0,7.33
Alcorn State,Prairie View A&M,False Start,3,0.0,0.0
Alcorn State,Southern,Offside,3,10.0,3.33
Alcorn State,Mississippi State,Holding,2,7.0,3.5
Alcorn State,Mississippi State,Other / Unclassified,2,5.0,2.5
Alcorn State,Mississippi State,Pass Interference,2,12.0,6.0
Alcorn State,Mississippi Valley State,Offside,2,10.0,5.0
Alcorn State,Mississippi Valley State,Pass Interference,2,30.0,15.0
Alcorn State,Prairie View A&M,Personal Foul,2,15.0,7.5
Alcorn State,Southern,False Start,2,10.0,5.0
Alcorn State,Southern,Holding,2,37.0,18.5
Alcorn State,Texas Southern,Holding,2,11.0,5.5
Alcorn State,Texas Southern,Other / Unclassified,2,93.0,46.5
Alcorn State,Texas Southern,Unsportsmanlike Conduct,2,10.0,5.0
Alcorn State,Arkansas-Pine Bluff,Illegal Formation,1,2.0,2.0
Alcorn State,Arkansas-Pine Bluff,Offside,1,5.0,5.0
Alcorn State,Arkansas-Pine Bluff,Personal Foul,1,0.0,0.0
Alcorn State,Florida A&M,Holding,1,0.0,0.0
Alcorn State,Florida A&M,Other / Unclassified,1,5.0,5.0
Alcorn State,Florida A&M,Personal Foul,1,0.0,0.0
Alcorn State,Lincoln (CA),Delay of Game,1,5.0,5.0
Alcorn State,Lincoln (CA),Face Mask,1,15.0,15.0
Alcorn State,Lincoln (CA),False Start,1,0.0,0.0
Alcorn State,Lincoln (CA),Holding,1,10.0,10.0
Alcorn State,Lincoln (CA),Personal Foul,1,0.0,0.0
Alcorn State,Lincoln (CA),Unsportsmanlike Conduct,1,0.0,0.0
Alcorn State,Mississippi State,Face Mask,1,15.0,15.0
Alcorn State,Mississippi State,Personal Foul,1,15.0,15.0
Alcorn State,Mississippi Valley State,False Start,1,5.0,5.0
Alcorn State,Mississippi Valley State,Holding,1,13.0,13.0
Alcorn State,Mississippi Valley State,Other / Unclassified,1,7.0,7.0
Alcorn State,Mississippi Valley State,Personal Foul,1,15.0,15.0
Alcorn State,Northwestern State,Delay of Game,1,5.0,5.0
Alcorn State,Northwestern State,Unsportsmanlike Conduct,1,5.0,5.0
Alcorn State,Prairie View A&M,Holding,1,0.0,0.0
Alcorn State,Prairie View A&M,Other / Unclassified,1,0.0,0.0
Alcorn State,Southern,Delay of Game,1,5.0,5.0
Alcorn State,Southern,Other / Unclassified,1,3.0,3.0
Alcorn State,Southern,Pass Interference,1,15.0,15.0
Alcorn State,Southern,Roughing the Passer,1,15.0,15.0
Alcorn State,Texas Southern,False Start,1,5.0,5.0
Allen,Morehead State,Pass Interference,3,41.0,13.67
Allen,Morehead State,Other / Unclassified,2,0.0,0.0
Allen,Morehead State,Personal Foul,1,0.0,0.0
Allen,Morehead State,Roughing the Passer,1,50.0,50.0
American International,Central Connecticut,Delay of Game,4,20.0,5.0
American International,Central Connecticut,False Start,2,6.0,3.0
American International,Central Connecticut,Other / Unclassified,2,10.0,5.0
American International,Central Connecticut,Illegal Formation,1,0.0,0.0
App State,Charlotte,Holding,3,0.0,0.0
App State,Old Dominion,Pass Interference,3,30.0,10.0
App State,Boise State,Delay of Game,2,10.0,5.0
App State,Boise State,False Start,2,10.0,5.0
App State,Boise State,Holding,2,0.0,0.0
App State,Coastal Carolina,Face Mask,2,30.0,15.0
App State,Georgia State,Pass Interference,2,30.0,15.0
App State,Lindenwood,False Start,2,10.0,5.0
App State,Lindenwood,Illegal Formation,2,13.0,6.5
App State,Old Dominion,Roughing the Passer,2,30.0,15.0
App State,Southern Miss,False Start,2,10.0,5.0
App State,Southern Miss,Offside,2,37.0,18.5
App State,Boise State,Face Mask,1,15.0,15.0
App State,Boise State,Offside,1,0.0,0.0
App State,Boise State,Pass Interference,1,0.0,0.0
App State,Boise State,Roughing the Passer,1,0.0,0.0
App State,Boise State,Unsportsmanlike Conduct,1,15.0,15.0
App State,Charlotte,Delay of Game,1,0.0,0.0
App State,Charlotte,Pass Interference,1,0.0,0.0
App State,Coastal Carolina,False Start,1,5.0,5.0
App State,Coastal Carolina,Other / Unclassified,1,5.0,5.0
App State,Coastal Carolina,Pass Interference,1,7.0,7.0
App State,Georgia Southern,False Start,1,5.0,5.0
App State,Georgia Southern,Holding,1,1.0,1.0
App State,Georgia Southern,Unsportsmanlike Conduct,1,15.0,15.0
App State,Georgia State,Delay of Game,1,5.0,5.0
App State,Lindenwood,Holding,1,10.0,10.0
App State,Lindenwood,Pass Interference,1,0.0,0.0
App State,Old Dominion,Face Mask,1,11.0,11.0
App State,Old Dominion,False Start,1,5.0,5.0
App State,Oregon State,Delay of Game,1,5.0,5.0
App State,Oregon State,False Start,1,5.0,5.0
App State,Oregon State,Holding,1,10.0,10.0
App State,Oregon State,Pass Interference,1,2.0,2.0
App State,Southern Miss,Holding,1,10.0,10.0
App State,Southern Miss,Pass Interference,1,7.0,7.0
App State,Southern Miss,Roughing the Passer,1,0.0,0.0
App State,Southern Miss,Unsportsmanlike Conduct,1,9.0,9.0
Arizona,Weber State,Holding,10,23.0,2.3
Arizona,Kansas State,Holding,5,31.0,6.2
Arizona,Hawai'i,Holding,4,16.0,4.0
Arizona,Houston,Holding,3,0.0,0.0
Arizona,Houston,Pass Interference,3,0.0,0.0
Arizona,BYU,Offside,2,5.0,2.5
Arizona,Hawai'i,Face Mask,2,30.0,15.0
Arizona,Hawai'i,Offside,2,6.0,3.0
Arizona,Hawai'i,Other / Unclassified,2,5.0,2.5
Arizona,Kansas State,False Start,2,10.0,5.0
Arizona,Oklahoma State,Holding,2,15.0,7.5
Arizona,Oklahoma State,Offside,2,5.0,2.5
Arizona,Weber State,Other / Unclassified,2,0.0,0.0
Arizona,BYU,Holding,1,4.0,4.0
Arizona,BYU,Other / Unclassified,1,15.0,15.0
Arizona,BYU,Roughing the Passer,1,15.0,15.0
Arizona,Colorado,False Start,1,5.0,5.0
Arizona,Colorado,Holding,1,3.0,3.0
Arizona,Colorado,Offside,1,5.0,5.0
Arizona,Colorado,Other / Unclassified,1,41.0,41.0
Arizona,Colorado,Roughing the Passer,1,15.0,15.0
Arizona,Colorado,Targeting,1,15.0,15.0
Arizona,Hawai'i,False Start,1,5.0,5.0
Arizona,Kansas,Holding,1,77.0,77.0
Arizona,Kansas,Other / Unclassified,1,1.0,1.0
Arizona,Kansas,Pass Interference,1,15.0,15.0
Arizona,Kansas State,Personal Foul,1,0.0,0.0
Arizona,Kansas State,Targeting,1,0.0,0.0
Arizona,Oklahoma State,False Start,1,5.0,5.0
Arizona,Oklahoma State,Roughing the Passer,1,15.0,15.0
Arizona,Weber State,Face Mask,1,13.0,13.0
Arizona,Weber State,False Start,1,5.0,5.0
Arizona,Weber State,Pass Interference,1,5.0,5.0
Arizona State,Northern Arizona,Holding,4,22.0,5.5
Arizona State,Baylor,Holding,3,13.0,4.33
Arizona State,Iowa State,Holding,3,6.0,2.0
Arizona State,Mississippi State,False Start,3,15.0,5.0
Arizona State,Northern Arizona,Delay of Game,3,15.0,5.0
Arizona State,Utah,Holding,3,0.0,0.0
Arizona State,Baylor,Pass Interference,2,29.0,14.5
Arizona State,Baylor,Personal Foul,2,15.0,7.5
Arizona State,Houston,Holding,2,63.0,31.5
Arizona State,Houston,Other / Unclassified,2,25.0,12.5
Arizona State,Iowa State,Other / Unclassified,2,65.0,32.5
Arizona State,Mississippi State,Holding,2,0.0,0.0
Arizona State,Northern Arizona,False Start,2,10.0,5.0
Arizona State,TCU,False Start,2,6.0,3.0
Arizona State,TCU,Holding,2,26.0,13.0
Arizona State,TCU,Other / Unclassified,2,5.0,2.5
Arizona State,TCU,Pass Interference,2,17.0,8.5
Arizona State,Texas State,Holding,2,12.0,6.0
Arizona State,Texas Tech,False Start,2,10.0,5.0
Arizona State,Texas Tech,Pass Interference,2,27.0,13.5
Arizona State,Utah,Pass Interference,2,0.0,0.0
Arizona State,Baylor,False Start,1,5.0,5.0
Arizona State,Baylor,Illegal Formation,1,6.0,6.0
Arizona State,Baylor,Offside,1,5.0,5.0
Arizona State,Baylor,Other / Unclassified,1,0.0,0.0
Arizona State,Houston,False Start,1,5.0,5.0
Arizona State,Houston,Pass Interference,1,15.0,15.0
Arizona State,Iowa State,False Start,1,5.0,5.0
Arizona State,Iowa State,Pass Interference,1,7.0,7.0
Arizona State,Iowa State,Personal Foul,1,15.0,15.0
Arizona State,Iowa State,Unsportsmanlike Conduct,1,9.0,9.0
Arizona State,Mississippi State,Delay of Game,1,0.0,0.0
Arizona State,Mississippi State,Pass Interference,1,0.0,0.0
Arizona State,Mississippi State,Roughing,1,0.0,0.0
Arizona State,Northern Arizona,Other / Unclassified,1,64.0,64.0
Arizona State,Northern Arizona,Pass Interference,1,15.0,15.0
Arizona State,TCU,Delay of Game,1,5.0,5.0
Arizona State,TCU,Roughing the Passer,1,1.0,1.0
Arizona State,Texas State,Illegal Formation,1,3.0,3.0
Arizona State,Texas Tech,Offside,1,37.0,37.0
Arizona State,Texas Tech,Other / Unclassified,1,5.0,5.0
Arizona State,Texas Tech,Roughing the Passer,1,2.0,2.0
Arizona State,Utah,Delay of Game,1,0.0,0.0
Arizona State,Utah,False Start,1,0.0,0.0
Arizona State,Utah,Other / Unclassified,1,0.0,0.0
Arizona State,Utah,Personal Foul,1,0.0,0.0
Arkansas,Mississippi State,Holding,6,86.0,14.33
Arkansas,Notre Dame,Holding,4,33.0,8.25
Arkansas,Tennessee,Holding,3,7.0,2.33
Arkansas,Tennessee,Personal Foul,3,15.0,5.0
Arkansas,Alabama A&M,False Start,2,10.0,5.0
Arkansas,Alabama A&M,Holding,2,33.0,16.5
Arkansas,Memphis,Holding,2,20.0,10.0
Arkansas,Mississippi State,Other / Unclassified,2,0.0,0.0
Arkansas,Mississippi State,Unsportsmanlike Conduct,2,30.0,15.0
Arkansas,Ole Miss,Holding,2,14.0,7.0
Arkansas,Ole Miss,Other / Unclassified,2,30.0,15.0
Arkansas,Texas A&M,Other / Unclassified,2,17.0,8.5
Arkansas,Texas A&M,Pass Interference,2,32.0,16.0
Arkansas,Alabama A&M,Pass Interference,1,7.0,7.0
Arkansas,Arkansas State,Illegal Formation,1,6.0,6.0
Arkansas,Arkansas State,Illegal Motion,1,9.0,9.0
Arkansas,Arkansas State,Pass Interference,1,9.0,9.0
Arkansas,Auburn,Face Mask,1,2.0,2.0
Arkansas,Auburn,False Start,1,5.0,5.0
Arkansas,Auburn,Holding,1,4.0,4.0
Arkansas,Auburn,Personal Foul,1,49.0,49.0
Arkansas,Memphis,False Start,1,5.0,5.0
Arkansas,Memphis,Offside,1,5.0,5.0
Arkansas,Memphis,Other / Unclassified,1,5.0,5.0
Arkansas,Mississippi State,Face Mask,1,43.0,43.0
Arkansas,Mississippi State,Illegal Formation,1,10.0,10.0
Arkansas,Mississippi State,Personal Foul,1,67.0,67.0
Arkansas,Texas A&M,False Start,1,5.0,5.0
Arkansas,Texas A&M,Holding,1,10.0,10.0
Arkansas,Texas A&M,Offside,1,0.0,0.0
Arkansas State,Arkansas,Holding,5,29.0,5.8
Arkansas State,Georgia Southern,Pass Interference,4,48.0,12.0
Arkansas State,Iowa State,Holding,4,0.0,0.0
Arkansas State,Kennesaw State,False Start,4,0.0,0.0
Arkansas State,Kennesaw State,Pass Interference,4,0.0,0.0
Arkansas State,Southeast Missouri State,Holding,4,0.0,0.0
Arkansas State,Arkansas,Pass Interference,3,27.0,9.0
Arkansas State,South Alabama,Holding,3,1.0,0.33
Arkansas State,Southeast Missouri State,False Start,3,0.0,0.0
Arkansas State,Southeast Missouri State,Pass Interference,3,0.0,0.0
Arkansas State,Troy,False Start,3,15.0,5.0
Arkansas State,Troy,Holding,3,112.0,37.33
Arkansas State,UL Monroe,Pass Interference,3,0.0,0.0
Arkansas State,Arkansas,False Start,2,10.0,5.0
Arkansas State,Arkansas,Other / Unclassified,2,0.0,0.0
Arkansas State,Arkansas,Personal Foul,2,36.0,18.0
Arkansas State,Georgia Southern,False Start,2,10.0,5.0
Arkansas State,Georgia Southern,Holding,2,49.0,24.5
Arkansas State,Kennesaw State,Personal Foul,2,0.0,0.0
Arkansas State,South Alabama,False Start,2,0.0,0.0
Arkansas State,Southern Miss,False Start,2,10.0,5.0
Arkansas State,Texas State,False Start,2,0.0,0.0
Arkansas State,Troy,Offside,2,24.0,12.0
Arkansas State,Troy,Pass Interference,2,27.0,13.5
Arkansas State,UL Monroe,Holding,2,0.0,0.0
Arkansas State,Georgia Southern,Other / Unclassified,1,4.0,4.0
Arkansas State,Iowa State,False Start,1,0.0,0.0
Arkansas State,Iowa State,Illegal Formation,1,5.0,5.0
Arkansas State,Iowa State,Other / Unclassified,1,7.0,7.0
Arkansas State,Iowa State,Pass Interference,1,0.0,0.0
Arkansas State,Kennesaw State,Other / Unclassified,1,0.0,0.0
Arkansas State,Kennesaw State,Roughing,1,0.0,0.0
Arkansas State,South Alabama,Pass Interference,1,0.0,0.0
Arkansas State,South Alabama,Roughing,1,0.0,0.0
Arkansas State,Southeast Missouri State,Other / Unclassified,1,0.0,0.0
Arkansas State,Southeast Missouri State,Personal Foul,1,0.0,0.0
Arkansas State,Southern Miss,Holding,1,10.0,10.0
Arkansas State,Southern Miss,Other / Unclassified,1,4.0,4.0
Arkansas State,Southern Miss,Pass Interference,1,15.0,15.0
Arkansas State,Texas State,Holding,1,0.0,0.0
Arkansas State,Texas State,Illegal Formation,1,5.0,5.0
Arkansas State,Texas State,Pass Interference,1,0.0,0.0
Arkansas State,Texas State,Personal Foul,1,0.0,0.0
Arkansas State,Troy,Illegal Formation,1,37.0,37.0
Arkansas State,Troy,Other / Unclassified,1,15.0,15.0
Arkansas State,Troy,Personal Foul,1,15.0,15.0
Arkansas State,UL Monroe,False Start,1,0.0,0.0
Arkansas-Pine Bluff,Lincoln (CA),Other / Unclassified,7,26.0,3.71
Arkansas-Pine Bluff,Bethune-Cookman,Holding,6,102.0,17.0
Arkansas-Pine Bluff,Southern,Holding,6,62.0,10.33
Arkansas-Pine Bluff,Central Arkansas,Other / Unclassified,5,77.0,15.4
Arkansas-Pine Bluff,Alcorn State,False Start,4,20.0,5.0
Arkansas-Pine Bluff,Alcorn State,Personal Foul,3,15.0,5.0
Arkansas-Pine Bluff,Florida A&M,Holding,3,36.0,12.0
